user_id,suma_dinero_gastado
2v1meyoucheekyscrub,554.76
2xDelorean,419.71
30035115,1328.29
300799,24.98
30102002,167.32999999999998
3021Daniel,1366.24
3038070,34.98
3046123,843.61
305010,882.52
30699,214.91
30XxPikachuxX03,0.0
313134,4518.84
314155156915923,243.76999999999998
31456576727471577757175717,39.97
31575,184.79999999999998
317733235,345.72999999999996
317984739321,935.4399999999999
317jim,14.99
318941651,270.81
3197,460.68
320RustPro,29.97
3214213216,224.19
321541,253.81
3218998529,19.98
3265899423,427.72
326759263846544,1864.44
329838102,49.96
32bitmaximus,1100.3
33275,69.95
333333259,129.93
33334scat,432.76
333666333111,245.85999999999999
333hab,2435.29
33442,14.99
334756875,605.5
34234252sd,49.97
3423523425433425,1528.11
343221221,471.76
34324132,556.7
343574890,221.88
34383536,117.41999999999999
343rox,190.88
3456457568,710.6
34565754,384.84
3456669133723,44.97
345675,2276.67
34568535890075433578,527.76
34573671264yi,639.56
345827357205098,194.88
3496148694969,1639.4
350176,235.86
350241,2241.02
352039981386723,384.77
3523436346,1238.24
35353534,281.82
35475,2158.24
3548548564856498484894,1791.8999999999999
3565Jason,174.92
36033,171.84
360NoScopeMLGBLAZEGirlGamer69,79.94999999999999
360j1mmy,3750.08
3635,374.71
363997099,59.97
36864,328.79
369231461278416,814.56
36_T,3272.83
373848099,793.54
37755753,1717.95
378366354,581.7
37891266723,1359.2
380012,213.87
381644,882.54
38174962156174513,364.88
38189307,178.83
387561,162.9
38927497,8101.53
38y685ie4e89r78,64.96
391204566,1296.42
3Ldota,29.98
3dster,1133.21
3eBpA,1034.25
3lAckCAt,851.38
3mike,1261.12
3mperi0,369.76
3nv3y,1800.87
3ring,146.85
3stantedja,14.99
3teGZ_Rorschach,1123.48
3th3,215.86
3vild33d,490.7
3xU,1428.22
3xc4l18urblue,795.41
3xotic26,1889.78
400primetopkeks,151.87
4017209381,19.99
402553929,502.74
4043RROR,889.47
404PlayerNotFound,983.38
404ok4561687987879847,104.94999999999999
4131723314123,143.83
414291,287.79999999999995
41781029,367.67
4200769711,134.9
4201,483.75
4202346,563.6
420BlazeItMLG,24.98
420Blz,2243.75
420BlzeIT,219.84
420DankMasterKush420,846.91
420NigelGaming420,324.77
420_Blaze_It_Fgt,0.0
420believe,429.69
420blazedondaweedguyz,239.85
420blazefag00t,94.97
420blazeitbitches,255.81
420blaznnoscope,116.9
420box,1469.05
420cheekycunt,89.93
420dankmemer,461.64
420fedora,1014.28
420gandalfyoda,499.74
420haybale,87.94
420lol420,74.94999999999999
420slender,322.79
4234213234124,54.96
42456,45.94
42654264,207.94
42978717,2577.6
42rsfw42efwrwr,159.97
4301945,63.93
4321louis,515.02
4324434,110.9
434238948,229.84
434546464,902.55
44196,1804.78
442199,14.99
44290,195.87
4432XABLAU,1547.41
4454664,894.51
4456829,290.85
44579,390.81
44845991789,301.8
44925952,79.94
452213,14.99
45236243663663643636,684.63
45378665,19.99
4545451111,84.97
4545648,24.97
454575878752,18.98
45514551,451.73
45544554455445,917.39
45622hd,14.98
4563453467436754656677,107.96000000000001
4564231564,462.71
4567cabi,378.7
45685748567857,494.7
45748930,19.99
45826755958,544.81
458768,443.68
458769873675,117.94
45883274,2985.0299999999997
45979,0.0
46366536564574576346346546,620.63
4687843213132,122.89999999999999
4735736754,64.96
47444744,44.97
47DollarsInMyBankAccount,876.48
47enth,2730.8399999999997
4801,1639.06
4805766,0.0
48226746,1595.24
483752394756293478563845,19.98
486259317,603.61
4Elementals,11.99
4KnightArtorias,9.99
4RCH4NG3Ll,1296.02
4_5C12U13,1395.98
4bigs,9.99
4d1t,382.87
4hwei,1605.62
4i20swagyolo69,127.85
4loreseeker,103.42
4mrtm,705.88
4n0m4ly,920.42
4n631,609.6999999999999
4nti-y0u,1427.15
4op2U,621.51
4p4ch3,515.64
4skin5head,641.71
4tiles,655.66
50899161,2193.16
51041,479.73
51134243,857.42
512356,4089.04
51252151215512,514.75
512am,329.83
513659145,95.95
51564210333,526.6
519130312,626.48
519348245,229.65
51centcorn,2768.2
51jets,126.89
527788235,2641.15
53071407,349.88
53112195114,369.73
5318064,690.65
5343039,3464.38
535346456636,239.85
53774,2376.63
5400540054005400,1240.36
54263144,269.88
54321DrOpThEbAsS,215.83999999999997
5438910,89.94
544183980,1546.45
544542132154524145,7.99
54494292,94.93
5453V3,113.91
54546545,847.45
54678907652,685.5
5469782134896,3911.96
548547248072804,738.49
54Strat,593.63
54r93,2778.5
550455,0.0
554076033,154.95000000000002
55432147,625.64
5554Grovesy,969.47
5564321,139.92
558092,333.74
564743553uy5367,479.74
567234,435.74
56745879956,0.0
56748930,639.6
5678LetMeCyaBootyShake,792.43
5692496235797644,1268.3
5739108,1158.26
57841325,249.35999999999999
5790870877878,0.0
579132657905,54.96
58077979,211.77
58254410,1507.05
58291756,4.99
5856565456564,1003.47
58981044,493.62
5901,678.4499999999999
59285912859,485.65
5975,2867.3199999999997
5LuG,179.88
5car3crow,1241.22
5h0tL3s5,903.5
5nakebit3,414.77
5p1ca,1036.4
5spooky420me,196.88
5yearoldrexrex111,1303.1499999999999
60324133769,613.39
6060548,1128.3999999999999
60sSpiderman,49.95
61241571,149.92000000000002
61428,210.85999999999999
616333,22.979999999999997
61782,496.78
618554,184.88
6294421419,831.59
63246555,59.96
6344143214,19.98
63718432421321321312,299.84000000000003
63Hayden,1272.6299999999999
6435677448,466.77
64512328,1948.92
64574574574744,174.87
64723864,2327.56
650326,86.94
6524696969,372.78
653448,1748.95
6545_Sniffler,1326.5500000000002
65464684,1734.97
65711642,525.58
657475591245,1542.15
6592,3790.18
66083299,363.79
66113860,509.75
666101,3285.39
66666669999999,1268.3
666999661,199.81
666NeCrO,6348.71
666slayerr666,1136.3
66839427,891.43
66d,701.53
66ot,485.64
67162763,335.71
6738497298564377854673421,990.29
67712702,64.95
678rtv45,177.88
679gog,537.65
67samjosh,573.5699999999999
68496742234,2021.23
6871,973.3399999999999
69133709,300.79
69222518,619.6
692412341234,50.949999999999996
6935,1846.62
694201337694201337,174.88
696969696969699,726.5
696969697,3436.6
697235,169.91
698959,1127.37
69_420_bl41e_fgt,807.4799999999999
69bmw,245.85999999999999
69doggystyle,1375.24
69madman,111.89
6C_Troll,352.78999999999996
6dighero,4025.47
6ex6ex6ex,798.47
6golf6,84.94
6teencarz,923.4399999999999
70293553,54.96
71124,550.65
711armageddoncarmageddon,772.4
7122456,79.94999999999999
71251241,326.78
7225eternally,59.96
72345,14.99
72345436754433546,1017.38
723943123,494.74
72947282842,34.98
735102120,14.99
737911,721.39
739567275,953.26
739749287981,154.35
740449400,319.83
74345,2256.32
743748734,74.98
7466NHK,109.96000000000001
748237482374284792,341.73
74987000,413.64
750805,8271.27
7515953,438.77
75498,281.77
756755557153145,1036.25
75791513,154.85
75k12,1193.3799999999999
76415,189.88
76561193688520497,603.57
76561197960271609,239.8
76561197960277635,434.64
76561197960279587,412.71
76561197960279912,395.71
76561197960281419,254.78
76561197960285738,134.87
76561197960285909,224.84
76561197960286077,99.88
76561197960286950,1902.59
76561197960288186,3694.92
76561197960295773,119.87
76561197960298230,739.5
76561197960299496,359.75
76561197960301970,1461.2
76561197960324641,13107.34
76561197960324664,255.75
76561197960324928,1174.37
76561197960333283,180.8
76561197960339094,100.86
76561197960364170,485.62
76561197960366346,630.55
76561197960390517,985.43
76561197960425229,1346.24
76561197960426941,475.67
76561197960438497,169.82
76561197960453899,389.75
76561197960454309,935.57
76561197960459970,363.73
76561197960461312,958.4399999999999
76561197960462807,59.910000000000004
76561197960467275,2355.88
76561197960468120,299.78999999999996
76561197960470293,139.85
76561197960471546,289.8
76561197960471761,540.56
76561197960478402,240.3
76561197960478966,369.8
76561197960481739,657.5699999999999
76561197960499156,49.92
76561197960508459,114.88
76561197960531365,144.85999999999999
76561197960541850,149.85
76561197960549169,2493.2799999999997
76561197960564189,667.59
76561197960565919,464.77000000000004
76561197960571317,596.46
76561197960572371,329.78000000000003
76561197960575139,1383.2
76561197960577481,1970.6599999999999
76561197960580457,120.85
76561197960589167,289.78
76561197960607334,254.76999999999998
76561197960608571,135.84
76561197960611419,194.82999999999998
76561197960617353,234.84
76561197960666461,94.89
76561197960693758,653.5799999999999
76561197960694096,2339.57
76561197960713250,2619.31
76561197960721600,302.74
76561197960721799,189.84
76561197960743001,74.9
76561197960799510,458.63
76561197960802408,190.79
76561197960802995,578.55
76561197960803312,522.55
76561197960811584,1804.61
76561197960811774,454.77
76561197960874012,314.84000000000003
76561197960877600,258.8
76561197960888883,380.71
76561197960891010,3315.31
76561197960946320,609.62
76561197960959352,460.71999999999997
76561197960959436,1566.19
76561197960962392,293.74
76561197960963799,943.37
76561197960971187,139.87
76561197961051810,1786.67
76561197961108717,1233.37
76561197961111954,204.82
76561197961118969,1115.44
76561197961124706,1437.11
76561197961157004,734.54
76561197961172553,1908.62
76561197961172915,1709.82
76561197961187815,183.82
76561197961216740,244.78
76561197961222930,214.81
76561197961234023,236.76000000000002
76561197961247707,1189.28
76561197961279828,300.76
76561197961316177,458.69
76561197961325529,1089.36
76561197961375322,195.8
76561197961448249,180.82999999999998
76561197961464265,608.61
76561197961465709,1066.4
76561197961527817,764.42
76561197961533298,3686.27
76561197961567943,1075.33
76561197961572037,79.9
76561197961612098,314.76
76561197961628243,1589.92
76561197961631213,633.59
76561197961637426,1108.24
76561197961643678,1231.3799999999999
76561197961648625,1375.05
76561197961663345,334.8
76561197961672116,970.35
76561197961702279,832.3199999999999
76561197961718947,365.84999999999997
76561197961739219,514.6899999999999
76561197961745322,171.84
76561197961823780,255.79
76561197961838528,240.87
76561197961840584,1086.29
76561197961857584,1683.81
76561197961860415,395.71
76561197961892438,1152.24
76561197961925195,184.83999999999997
76561197961948959,736.47
76561197961951233,74.9
76561197961979693,180.82
76561197962023392,354.79
76561197962025274,577.62
76561197962048866,1560.1
76561197962077181,187.81
76561197962080059,139.85999999999999
76561197962089166,109.87
76561197962104795,791.55
76561197962175536,247.79
76561197962197347,320.74
76561197962221247,938.37
76561197962223765,129.85
76561197962298116,94.89
76561197962338878,434.71
76561197962414903,189.84
76561197962441411,319.78
76561197962448420,1084.29
76561197962604175,265.75
76561197962686639,615.64
76561197962728844,400.71
76561197962738675,789.52
76561197962755121,200.81
76561197962775018,841.48
76561197962862487,880.54
76561197962960302,1644.07
76561197963008605,49.92
76561197963038819,104.87
76561197963090949,259.83000000000004
76561197963130430,2426.38
76561197963206623,2374.5099999999998
76561197963219999,3045.13
76561197963262084,799.5699999999999
76561197963325844,189.85
76561197963338250,199.84
76561197963392788,471.73
76561197963401558,825.26
76561197963405974,1288.22
76561197963406032,250.76
76561197963420680,737.49
76561197963421102,150.82999999999998
76561197963429707,249.8
76561197963436918,1361.12
76561197963443099,474.69
76561197963443724,89.9
76561197963455626,3488.97
76561197963469414,2663.49
76561197963478502,516.64
76561197963485479,272.78
76561197963518361,74.9
76561197963518399,134.87
76561197963530842,139.84
76561197963532952,583.65
76561197963538874,487.60999999999996
76561197963549028,2961.2799999999997
76561197963584284,200.79
76561197963613344,225.78
76561197963638240,2120.7599999999998
76561197963746199,1180.0
76561197963759246,500.75
76561197963797456,1230.27
76561197963801702,569.62
76561197963914566,897.31
76561197963977595,984.3299999999999
76561197964050011,1063.46
76561197964072195,444.73
76561197964092053,2049.95
76561197964129564,1465.02
76561197964188781,3204.89
76561197964247504,334.77
76561197964286188,1309.21
76561197964301090,1742.06
76561197964310685,579.6
76561197964316999,3474.17
76561197964317648,4325.96
76561197964386329,309.76
76561197964386571,745.54
76561197964402427,1126.4
76561197964421738,1823.86
76561197964435063,1089.37
76561197964473354,239.79999999999998
76561197964542243,559.63
76561197964586074,926.51
76561197964656641,179.82
76561197964743118,490.68
76561197964743311,2447.1
76561197964753680,8378.75
76561197964772156,1208.27
76561197964876290,642.42
76561197964880950,2594.52
76561197964932511,49.92
76561197965036285,1090.3799999999999
76561197965059579,742.59
76561197965095468,883.29
76561197965096829,270.78000000000003
76561197965109264,7224.4
76561197965128569,792.48
76561197965139367,1893.85
76561197965144435,1406.11
76561197965157441,958.8299999999999
76561197965185036,970.26
76561197965205416,972.33
76561197965208032,3782.7999999999997
76561197965222957,294.8
76561197965224231,357.71999999999997
76561197965238303,190.8
76561197965240955,598.62
76561197965243099,260.77
76561197965245779,552.67
76561197965263006,2892.14
76561197965264721,129.85
76561197965265903,272.78
76561197965279916,421.52
76561197965281231,284.78999999999996
76561197965312871,1651.08
76561197965316354,185.82
76561197965316820,515.67
76561197965326033,1927.78
76561197965332011,270.74
76561197965355573,3069.4
76561197965359281,1002.03
76561197965370768,150.83
76561197965380720,908.38
76561197965444255,517.67
76561197965461199,1454.1
76561197965468767,405.74
76561197965494000,1155.19
76561197965557728,2772.22
76561197965631636,74.94
76561197965635189,2575.54
76561197965668941,146.9
76561197965716900,553.59
76561197965744283,200.85
76561197965808182,752.99
76561197965833962,404.77
76561197965839479,1068.27
76561197965847529,114.92
76561197965916509,1844.8799999999999
76561197965929122,1616.78
76561197965932870,1475.18
76561197965943381,957.3199999999999
76561197966004617,284.87
76561197966024531,1204.23
76561197966165673,644.73
76561197966191220,2060.89
76561197966194834,289.74
76561197966217462,206.79
76561197966217495,377.78999999999996
76561197966220930,823.4699999999999
76561197966227291,3368.38
76561197966261210,525.65
76561197966292841,2383.6
76561197966295765,705.64
76561197966298550,4190.7
76561197966301170,290.81
76561197966341514,908.42
76561197966514579,124.86
76561197966533843,255.76
76561197966578686,376.78999999999996
76561197966586458,872.6
76561197966587792,648.37
76561197966590415,1963.56
76561197966604253,4096.59
76561197966624181,49.92
76561197966647905,1756.9099999999999
76561197966693214,116.86
76561197966713982,469.74
76561197966721582,1091.21
76561197966723681,1980.86
76561197966725255,219.81
76561197966739560,151.86
76561197966764681,3161.42
76561197966804339,296.77
76561197966807924,3751.92
76561197966836671,866.16
76561197966846734,370.67
76561197966852281,199.84
76561197966878140,2091.7599999999998
76561197966936422,1665.8799999999999
76561197966950679,1014.25
76561197966956978,5375.91
76561197966979423,1585.11
76561197967019978,367.7
76561197967035821,485.73
76561197967104323,632.56
76561197967105188,9837.75
76561197967118843,1348.12
76561197967118917,94.93
76561197967157024,290.77
76561197967174031,3368.75
76561197967253452,465.71
76561197967270344,119.87
76561197967318124,592.64
76561197967370851,1197.31
76561197967372222,160.82
76561197967394259,297.75
76561197967411092,222.78
76561197967427519,4300.53
76561197967443671,1062.44
76561197967443926,1932.03
76561197967445425,865.35
76561197967457505,2047.1299999999999
76561197967469174,23684.07
76561197967473231,3484.87
76561197967477981,589.5799999999999
76561197967492300,185.82
76561197967513414,2040.69
76561197967517744,49.92
76561197967568967,119.9
76561197967583370,1370.1
76561197967584607,1710.6
76561197967598398,2741.89
76561197967609413,4027.46
76561197967621845,1263.42
76561197967623794,1056.1299999999999
76561197967649169,136.87
76561197967664049,1241.36
76561197967675083,460.59
76561197967703294,144.85
76561197967708845,354.7
76561197967723333,2199.34
76561197967756999,6279.74
76561197967787808,955.37
76561197967789230,1056.31
76561197967794920,431.71
76561197967849744,2223.68
76561197967853296,1058.25
76561197967856025,335.78
76561197967883005,84.9
76561197967886769,164.85
76561197967915075,1634.1399999999999
76561197967947947,140.84
76561197968027714,1291.2
76561197968034630,240.78
76561197968090935,2646.2
76561197968108638,505.58
76561197968136686,64.94
76561197968154216,2019.9199999999998
76561197968167449,2264.3
76561197968184802,114.89
76561197968205306,920.4699999999999
76561197968269984,325.73
76561197968284494,259.86
76561197968287469,749.5
76561197968293229,1082.23
76561197968305777,1834.85
76561197968307794,3807.95
76561197968309477,340.75
76561197968314652,4885.87
76561197968331328,5245.66
76561197968361273,450.72999999999996
76561197968362646,560.72
76561197968373869,240.79
76561197968376795,3606.86
76561197968406106,298.73
76561197968409776,220.81
76561197968411887,9568.41
76561197968414429,2450.7
76561197968432179,461.69
76561197968474193,351.75
76561197968515654,419.73
76561197968515942,2505.58
76561197968547556,1307.98
76561197968572338,180.82999999999998
76561197968594848,74.9
76561197968602819,139.89
76561197968606273,931.55
76561197968620326,782.5
76561197968623460,490.63
76561197968627825,564.64
76561197968647482,517.62
76561197968683994,2028.54
76561197968694830,317.76
76561197968697949,1931.44
76561197968760638,522.68
76561197968761070,374.7
76561197968765108,585.48
